Stn Number,agency,Latitude,Longitude,Elevation,First Date,First Yea,Last Date,Last Year,Number of Years,Stn Name
502031_76,76,-16.186,128.2983,0,13:20_12/07/1978,1978,10:50_21/01/2009,2009,32,DUNHAM RIVER - DUNHAM GORGE
502032_76,76,-15.782,128.738,0,15:22_29/05/1980,1980,08:22_13/11/2008,2008,29,ORD RIVER - LAKE KUNUNURRA
502033_76,76,-17.1768,129.0924,0,13:40_14/10/1981,1981,13:24_06/10/2008,2008,28,NEGRI RIVER - MISTAKE CREEK HOMESTEAD
502041_76,76,-16.6916,128.3832,0,07:30_10/01/1985,1985,10:40_31/10/1994,1994,10,SMOKE CREEK TRIB - MATSU RANGE
502046_76,76,-15.9103,128.1876,0,13:05_28/05/1986,1986,12:48_18/08/2008,2008,23,KING RIVER - MT.ROB.
502047_76,76,-15.6193,128.7867,0,16:21_15/07/1995,1995,10:05_11/11/2008,2008,14,LERCH BLOCK 68 - OUTFLOW
502048_76,76,-15.3216,128.651,0,11:56_18/12/1997,1997,14:00_13/11/2008,2008,12,SANDY CREEK - EIGHT MILE MILL
502049_76,76,-15.7969,128.8687,0,10:47_16/12/1997,1997,11:53_13/11/2008,2008,12,KNOX CREEK - MICROWAVE TOWER
502052_76,76,-15.7025,128.711,0,14:33_30/04/1999,1999,13:21_11/11/2008,2008,10,ORD IRRIGATION AREA - BLOCK 27 OUTFLOW
503001_76,76,-17.1661,125.2265,0,15:30_11/05/1972,1972,13:30_13/08/1999,1999,28,LENNARD RIVER - MT HERBERT
503006_76,76,-17.123,124.9869,0,12:30_16/12/1972,1972,08:22_13/08/1999,1999,28,FLETCHER RIVER - DROMEDARY
503008_76,76,-17.3715,125.1123,0,13:15_15/12/1972,1972,14:54_07/08/2008,2008,37,LENNARD RIVER - MT JOSEPH
503009_76,76,-17.0093,125.4256,0,13:00_09/11/1972,1972,12:40_06/08/2008,2008,37,ISDELL RIVER - DALES YARD
503011_76,76,-17.9387,124.7964,0,15:55_19/11/1986,1986,07:20_11/09/2008,2008,23,MT WYNNE CREEK - ELLENDALE
503012_76,76,-17.7675,125.0416,0,10:05_28/01/1987,1987,11:23_14/09/2002,2002,16,MT WYNNE CREEK - OSCAR RANGE
504001_76,76,-21.0231,117.6072,0,09:00_16/11/1972,1972,15:03_21/05/2008,2008,37,SHERLOCK RIVER - COONANARRINA POOL
504002_76,76,-21.5889,117.8802,0,13:50_18/07/1972,1972,13:03_17/08/1999,1999,28,SHERLOCK RIVER - NUNYERY CREEK AIRSTRIP
504003_76,76,-21.3039,117.9041,0,10:45_02/08/1972,1972,08:48_21/05/2001,2001,30,SHERLOCK RIVER - STOCK WELL
504004_76,76,-21.6289,119.5669,0,10:50_20/11/1969,1969,09:34_25/06/1999,1999,31,SHAW RIVER - COOMBA CREEK
504005_76,76,-21.722,119.1733,0,15:55_18/11/1969,1969,12:24_25/06/1999,1999,31,SHAW RIVER - TAMBOURAH
504006_76,76,-22.022,119.3274,0,09:10_19/11/1969,1969,11:30_25/06/1999,1999,31,SHAW RIVER - YOWARDA POOL
504007_76,76,-21.3364,119.3599,0,16:25_19/11/1969,1969,16:22_21/05/2001,2001,33,SHAW RIVER - ISLAND HILL
504008_76,76,-22.0706,119.7108,0,13:30_28/11/1969,1969,10:51_25/06/1999,1999,31,SHAW RIVER - BAMBOO SPRING NO 1 BOR
504009_76,76,-21.1075,119.3372,0,14:05_19/06/1972,1972,15:50_12/06/2007,2007,36,SHAW RIVER - NORTH POLE U-S
504010_76,76,-21.3034,119.6736,0,16:05_07/01/1970,1970,07:08_20/05/1998,1998,29,COONGAN RIVER - GLEN HERRING
504011_76,76,-21.5567,119.9319,0,11:05_08/01/1970,1970,08:55_25/06/1999,1999,30,COONGAN RIVER - SPINAWAY
504012_76,76,-21.7873,119.8769,0,14:20_08/01/1970,1970,10:19_25/06/1999,1999,30,COONGAN RIVER - GLEN ELLEN
504015_76,76,-21.967,120.2327,0,09:00_07/11/1972,1972,06:30_25/03/1982,1982,11,FIVE MILE CREEK - QUARTZ HILL
504017_76,76,-20.6934,118.2977,0,14:15_06/11/1972,1972,08:41_15/09/1987,1987,16,YULE RIVER - JELLIABIDINA WELL
504019_76,76,-21.0378,117.1174,0,09:55_10/08/1973,1973,15:49_31/10/1984,1984,12,HARDING RIVER - BORE 1 COOYA POOYA
504021_76,76,-21.5892,117.5472,0,12:45_30/10/1974,1974,12:45_24/05/2001,2001,28,TANBERRY CREEK - BLUE DOG POOL
504025_76,76,-20.1372,120.0899,0,06:00_04/11/1975,1975,11:15_14/09/1988,1988,14,WEST CANNING BASIN - CANNING SITE 20
504026_76,76,-20.9464,117.6108,0,16:10_10/09/1976,1976,09:26_09/01/1989,1989,14,SHERLOCK RIVER - ROAD BRIDGE
504027_76,76,-21.2648,117.6227,0,11:57_23/10/1978,1978,13:48_17/08/1999,1999,22,COORBEELIE RIVER - MT WOHLER
504029_76,76,-21.0786,117.0173,0,15:09_01/11/1984,1984,10:33_23/07/1999,1999,16,HARDING RIVER - NANTHANA CREEK
504030_76,76,-21.4864,119.0427,0,13:28_12/12/1984,1984,12:40_21/05/2008,2008,25,TURNER RIVER - SOANSVILLE
504031_76,76,-21.3153,118.9991,0,12:12_19/12/1984,1984,12:03_21/05/2008,2008,25,TURNER RIVER - ABYDOS NORTH
504032_76,76,-21.2305,118.8339,0,11:28_12/01/1985,1985,11:20_15/05/2008,2008,24,TURNER RIVER - PINCUNAH
504033_76,76,-20.9376,118.7617,0,16:00_26/02/1985,1985,10:41_21/05/2008,2008,24,EAST TURNER RIVER - CARRABA
504035_76,76,-20.6061,118.2988,0,08:48_12/08/1988,1988,15:32_25/05/1999,1999,12,YULE PUMP STATION - WOCKINGINA
505002_76,76,-22.053,117.0585,0,09:00_24/08/1972,1972,10:55_17/08/1999,1999,28,ROBE RIVER - PALRA SPRINGS
505003_76,76,-22.134,117.1183,0,14:25_26/10/1977,1977,11:45_17/08/1999,1999,23,ROBE RIVER - FLAT VALLEY
505004_76,76,-22.6548,118.7277,0,15:10_21/01/1969,1969,13:42_23/05/2008,2008,40,MARILLANA CREEK - MUNJINA
505005_76,76,-21.2214,116.3597,0,17:00_13/12/1968,1968,08:07_17/08/1999,1999,32,FORTESCUE RIVER - DUSTY POOL
505006_76,76,-21.5023,116.2944,0,10:03_14/12/1968,1968,14:12_09/06/1999,1999,32,FORTESCUE RIVER - NALLANARING
505007_76,76,-21.3709,116.6088,0,11:18_20/01/1970,1970,08:59_17/08/1999,1999,30,FORTESCUE RIVER - BOOYEMA POOL
505008_76,76,-21.4506,116.8736,0,07:48_09/12/1968,1968,14:39_24/05/2001,2001,34,PORTLAND RIVER - RECORDER POOL
505009_76,76,-21.4687,117.163,0,13:40_30/01/1969,1969,10:36_25/06/2008,2008,40,PORTLAND RIVER - UPPER PORTLAND
505010_76,76,-21.5484,116.9183,0,08:40_19/07/1987,1987,11:40_02/07/2008,2008,22,FORTESCUE RIVER - GREGORYS GORGE
505011_76,76,-22.7173,118.9722,0,17:15_29/06/1972,1972,12:26_23/05/2008,2008,37,MARILLANA CREEK - FLAT ROCK
505014_76,76,-22.8284,118.795,0,11:30_16/12/1977,1977,13:09_05/07/1999,1999,23,MARILLANA CREEK - PACKSADDLE
505017_76,76,-21.3031,117.0683,0,12:45_17/08/1972,1972,12:00_06/05/1999,1999,28,HARDING RIVER - MARMURRINA POOL
505018_76,76,-22.2284,117.9963,0,11:10_27/06/1972,1972,12:10_29/09/1986,1986,15,STHN FORTESCUE RIVER - HAMERSLEY GORGE
505019_76,76,-21.5545,116.9163,0,10:00_08/08/1973,1973,14:40_14/07/1987,1987,15,FORTESCUE RIVER - GREGORYS GORGE
505022_76,76,-22.1273,118.3397,0,17:00_17/09/1973,1973,08:05_30/09/1986,1986,14,FORTESCUE RIVER - BUNJE WELL
505023_76,76,-22.5931,119.9394,0,16:00_18/09/1973,1973,13:20_30/09/1986,1986,14,FORTESCUE RIVER - ROY HILL
505024_76,76,-21.6531,117.3333,0,10:55_04/10/1973,1973,14:50_01/04/2003,2003,31,KANJENJIE CREEK CATCH - FISH POOL
505026_76,76,-22.667,117.6105,0,14:00_27/09/1972,1972,13:09_18/08/1999,1999,28,HARDEY RIVER - MT SAMSON
505027_76,76,-21.9401,117.6333,0,15:23_07/09/1976,1976,11:00_16/10/1989,1989,14,MILLSTREAM BOREFIELD - BORE W4C
505029_76,76,-21.3734,117.0566,0,14:00_19/05/1975,1975,16:43_05/05/1999,1999,25,HARDING RIVER - MEERINGINYA
505030_76,76,-21.3312,116.1563,0,12:30_10/11/1976,1976,12:58_01/12/1987,1987,12,FORTESCUE RIVER - JIMBEGNYINOO POOL
505031_76,76,-21.7885,116.7401,0,14:00_17/12/1976,1976,10:51_26/04/2007,2007,32,ROBE RIVER CATCHMENT - 56A
505032_76,76,-21.6995,117.1808,0,16:25_20/07/1977,1977,11:58_25/06/2008,2008,32,MILLSTREAM BOREFIELD - 13A
505033_76,76,-21.0902,116.8309,0,12:55_17/11/1977,1977,09:45_22/05/2008,2008,32,MUNNI MUNNI CREEK - CADGERINA POOL
505034_76,76,-21.6149,117.3327,0,09:27_19/10/1978,1978,16:14_04/05/1999,1999,22,KANJENJIE CREEK - UPPER FISH POOL
505038_76,76,-22.8995,119.7083,0,08:56_01/12/1984,1984,13:35_22/05/2008,2008,25,COONDINER CREEK - POONDA
505040_76,76,-22.8834,119.2346,0,10:14_10/05/1985,1985,15:10_14/05/2009,2009,25,WEELI WOLLI CREEK - TARINA
505041_76,76,-22.7312,119.3386,0,12:18_10/05/1985,1985,12:50_22/05/2008,2008,24,WEELI WOLLI CREEK - WATERLOO BORE
505042_76,76,-22.1724,116.0886,0,13:20_08/09/1987,1987,13:20_22/04/2008,2008,22,CANE RIVER - RUNDALLS BORE
505043_76,76,-22.2678,115.7008,0,07:16_08/09/1987,1987,12:07_04/08/1999,1999,13,CANE RIVER - DAVIS HILL
505044_76,76,-22.0572,115.632,0,13:26_07/09/1987,1987,14:14_14/11/2007,2007,21,CANE RIVER - PARADISE CREEK
505046_76,76,-21.2924,116.1428,0,10:07_06/09/1988,1988,13:33_01/04/2009,2009,22,FORTESCUE RIVER - BILANOO POOL
506002_76,76,-25.7351,115.1136,0,16:35_29/10/1973,1973,11:12_21/11/2001,2001,29,WOORAMEL - MEEDO POOL
506003_76,76,-24.9443,114.645,0,14:00_31/05/1974,1974,11:12_02/09/2008,2008,35,GASCOYNE RIVER - FISHY POOL
506004_76,76,-23.8132,114.008,0,13:00_21/11/1974,1974,10:20_22/04/2008,2008,35,MINILYA RIVER - MINILYA
506005_76,76,-23.4834,114.1808,0,12:45_18/12/1974,1974,11:00_30/05/2000,2000,27,LYNDON RIVER - BADYEEDA POOL
506007_76,76,-24.6268,113.8209,0,10:00_07/03/1984,1984,10:48_19/09/2002,2002,19,YANDOO CK - BOOLATHANA
506008_76,76,-24.645,113.9976,0,14:40_10/04/1984,1984,09:32_05/05/1998,1998,15,YANDOO CK - TIRIGIE
506009_76,76,-24.7323,113.9651,0,10:18_10/04/1984,1984,13:53_19/09/2002,2002,19,YANDOO CK - NEEMANWARRA
506010_76,76,-24.7471,113.7579,0,10:20_17/01/1986,1986,11:21_05/05/1998,1998,13,YANDOO CK - CENTRAL
506012_76,76,-25.7563,114.2776,0,14:57_29/06/1993,1993,08:19_05/11/2008,2008,16,WOORAMEL - STEADMANS
507002_76,76,-23.307,116.8191,0,06:45_18/01/1972,1972,15:00_13/08/2008,2008,37,ASHBURTON RIVER - CAPRICORN RANGE
507004_76,76,-24.179,118.0327,0,14:40_15/01/1972,1972,11:58_10/10/1980,1980,9,GORGE CREEK - MT VERNON
507005_76,76,-23.399,119.7911,0,14:42_08/02/1980,1980,17:13_22/05/2008,2008,29,FORTESCUE RIVER - NEWMAN
507007_76,76,-23.3448,119.1086,0,17:35_14/01/1980,1980,11:19_21/05/2002,2002,23,FORTESCUE RIVER - SOUTH GILES
507008_76,76,-23.2867,119.4452,0,09:36_15/01/1980,1980,10:24_21/05/2002,2002,23,FORTESCUE RIVER - EAST GILES
507009_76,76,-23.627,119.673,0,07:55_31/01/1980,1980,09:14_21/05/2002,2002,23,FORTESCUE RIVER - SOUTHERN FORTESCUE
507012_76,76,-23.1131,118.9591,0,15:32_30/11/1984,1984,09:35_23/05/2008,2008,25,WEELI WOLLI CREEK - WONMUNNA
508001_76,76,-30.5606,116.1524,0,13:00_11/03/1971,1971,13:50_27/05/2008,2008,38,BERKSHIRE VALLEY - EXPERIMENTAL CATCHMENT
508002_76,76,-29.5057,115.9428,0,10:00_29/04/1971,1971,13:23_10/06/1998,1998,28,THREE SPRINGS - WEIRS FARM
508003_76,76,-29.0016,116.026,0,12:15_29/04/1971,1971,14:19_15/06/1999,1999,29,THREE SPRINGS - MINJIN
508004_76,76,-29.4399,116.0834,0,12:30_29/04/1971,1971,12:22_15/06/1999,1999,29,THREE SPRINGS - MOOLANOOKA
508008_76,76,-28.9774,115.0087,0,10:55_29/02/1980,1980,13:47_19/04/1999,1999,20,LAKE ALLANOOKA - BANKSIA GULLY
508011_76,76,-28.5396,114.9437,0,12:29_21/11/1978,1978,08:39_02/12/2008,2008,31,CHAPMAN RIVER - WICKA
508014_76,76,-29.4763,115.5431,0,13:05_27/04/1972,1972,12:30_14/10/1987,1987,16,ARROWSMITH RIVER - YARRAGADEE
508015_76,76,-29.5871,115.4473,0,15:20_22/08/1978,1978,13:17_22/04/1999,1999,22,ARROWSMITH RIVER - MOOLADARRA
508017_76,76,-28.1847,115.6784,0,13:45_10/10/1972,1972,10:41_29/01/2009,2009,38,GREENOUGH RIVER - PINDARRING ROCKS
508018_76,76,-28.3338,114.6167,0,15:10_21/07/1971,1971,15:02_10/12/1998,1998,28,NOKANENA BROOK CATCH - WEARBE
508019_76,76,-29.2846,115.1731,0,13:30_06/03/1973,1973,08:33_05/01/1984,1984,12,IRWIN RIVER - MONDARA
508020_76,76,-28.825,114.8455,0,09:45_07/03/1973,1973,11:24_13/01/2009,2009,37,GREENOUGH RIVER - KARLANEW PEAK
508021_76,76,-27.8521,114.5431,0,15:00_06/02/1973,1973,11:05_15/01/2009,2009,37,MURCHISON RIVER - EMU SPRINGS
508022_76,76,-28.6882,114.7345,0,15:45_05/02/1973,1973,13:00_01/10/1986,1986,14,CHAPMAN RIVER - NARRA TARRA HOMESTEAD
508023_76,76,-28.3724,114.522,0,14:30_08/06/1973,1973,12:15_12/12/2001,2001,29,NOKANENA BROOK - WOOTACHOOKA
508024_76,76,-29.6185,115.2876,0,13:00_17/07/1973,1973,12:05_15/06/2001,2001,29,ARROWSMITH RIVER - ROBB CROSSING
508025_76,76,-28.6429,114.6199,0,14:45_08/05/1974,1974,09:53_03/07/2003,2003,30,BULLER RIVER - BULLER
508026_76,76,-28.761,114.6689,0,14:40_11/05/1976,1976,12:37_27/05/1999,1999,24,CHAPMAN RIVER - UTAKARRA
508029_76,76,-28.5915,114.6603,0,15:07_15/04/1975,1975,10:57_03/07/2003,2003,29,BULLER RIVER - GELIRA
508032_76,76,-29.2346,115.0312,0,14:24_08/12/1982,1982,12:40_20/01/2009,2009,28,IRWIN RIVER - MOUNTAIN BRIDGE
508033_76,76,-28.233,114.6893,0,15:30_17/04/1984,1984,13:54_21/04/1999,1999,16,NOKANENA CATCHMENT - UDANDARRA
508034_76,76,-28.3626,114.8676,0,11:48_18/04/1984,1984,10:40_02/12/2008,2008,25,CHAPMAN CATCHMENT - NOLBA
508035_76,76,-29.4648,115.5607,0,10:48_23/06/1987,1987,15:02_15/03/2001,2001,15,ARROWSMITH RIVER - ARRINO
508036_76,76,-28.2183,114.3799,0,14:01_01/04/1992,1992,10:31_25/11/2008,2008,17,HUTT RIVER - YERINA
508037_76,76,-28.0358,114.466,0,14:45_05/05/1992,1992,08:52_04/12/2008,2008,17,HUTT RIVER - CASLEYS
508038_76,76,-28.1322,114.7024,0,11:16_05/05/1992,1992,10:29_04/12/2008,2008,17,HUTT RIVER - KAPARI
509004_76,76,-33.7061,121.1421,0,12:55_03/05/1972,1972,13:45_05/06/2008,2008,37,YOUNG RIVER - NEDS CORNER
509005_76,76,-34.671,117.8737,0,00:00_18/01/1953,1953,00:00_30/12/1971,1971,19,BOLGANUP CREEK - DAM CATCHMENT
509011_76,76,-34.9472,118.0796,0,16:00_03/02/1972,1972,08:15_12/02/2009,2009,38,GOODGA RIVER - BLACKCAT
509015_76,76,-34.8868,118.3322,0,12:45_22/05/1972,1972,12:24_26/03/1999,1999,28,WAYCHINICUP CREEK - CHEYNES BEACH ROAD
509022_76,76,-34.7038,117.2921,0,13:20_25/05/1972,1972,12:43_11/12/2008,2008,37,YATE FLAT CREEK - WOONANUP
509024_76,76,-34.8499,117.209,0,14:45_10/07/1974,1974,10:20_03/09/1985,1985,12,KENT RIVER - HAREWOOD ROAD
509025_76,76,-34.5965,116.4099,0,14:10_26/08/1971,1971,11:58_29/01/1999,1999,29,SHANNON RIVER - SHANNON MILL
509031_76,76,-34.2935,116.0507,0,10:20_21/04/1972,1972,09:06_22/03/1993,1993,22,SCABBY GULLY - SEVEN DAY ROAD
509032_76,76,-34.5838,115.9735,0,14:07_04/02/1971,1971,13:59_09/02/1999,1999,29,DOMBAKUP BROOK - PINE PLANTATION
509035_76,76,-34.542,116.0125,0,12:30_29/04/1971,1971,15:14_09/02/1999,1999,29,DOMBAKUP BROOK - MARRI ROAD
509042_76,76,-34.3719,116.2101,0,16:15_27/09/1972,1972,10:20_11/06/2009,2009,38,SMITHS BROOK TRIB - MANJIMUP RESEARCH STN
509043_76,76,-34.4216,115.8491,0,13:30_18/05/1971,1971,12:01_11/01/1989,1989,19,CAREY BROOK - BUNNS HOP GARDEN
509053_76,76,-34.2188,115.8589,0,11:00_02/03/1972,1972,15:02_11/06/2009,2009,38,BARLEE BROOK - DICKSON TOWER ROAD
509055_76,76,-34.1205,115.8662,0,12:30_16/03/1972,1972,10:01_08/03/1999,1999,28,BARLEE BROOK - ANDREW ROAD
509057_76,76,-34.2084,115.7689,0,15:25_12/07/1972,1972,12:45_08/03/1999,1999,28,BARLEE BROOK - UPPER IFFLEY
509062_76,76,-33.9062,115.2696,0,14:05_25/05/1972,1972,13:05_11/12/2008,2008,37,MARGARET RIVER - GEORGE ROAD
509063_76,76,-33.7555,115.3301,0,15:35_11/05/1972,1972,09:30_21/04/2009,2009,38,VASSE RIVER - CHAPMAN HILL
509064_76,76,-33.8178,115.3343,0,13:20_31/05/1972,1972,09:48_27/01/1999,1999,28,VASSE RIVER - BLACK SNAKE CREEK
509065_76,76,-33.9422,115.0549,0,16:00_15/06/1972,1972,10:25_14/04/2009,2009,38,MARGARET RIVER - WILLMOTS FARM
509073_76,76,-33.5724,116.0704,0,13:00_03/05/1972,1972,13:25_01/04/2009,2009,38,PRESTON RIVER TRIB - MANDALAY
509076_76,76,-33.5348,115.8723,0,15:15_24/07/1972,1972,09:25_05/11/2008,2008,37,COOLINGUTUP BROOK - PESCONERIS FARM
509079_76,76,-33.1566,116.3443,0,13:20_10/05/1972,1972,13:42_06/04/2000,2000,29,HARRIS RIVER - NALYERIN LAKE
509081_76,76,-33.2246,116.1553,0,15:45_29/12/1971,1971,09:59_08/06/2009,2009,39,HARRIS RIVER - BALINGHALLS FARM
509082_76,76,-33.1032,116.1846,0,11:00_10/05/1972,1972,08:00_12/12/2008,2008,37,HARRIS RIVER - SANDY ROAD
509104_76,76,-33.3391,115.9423,0,11:30_21/04/1972,1972,10:08_28/01/1999,1999,28,STONES BROOK - SANDPIT ROAD
509105_76,76,-33.358,115.9484,0,11:45_25/04/1972,1972,11:45_27/10/1988,1988,17,STONES BROOK - HAIRPIN BEND
509106_76,76,-33.2724,116.074,0,15:00_25/04/1972,1972,11:01_07/04/2000,2000,29,HAMILTON RIVER - MORNINGTON ROAD
509107_76,76,-33.4496,115.9737,0,12:00_11/05/1972,1972,09:19_29/01/1999,1999,28,BUSSELL BROOK - ARCADIA POWERLINE
509108_76,76,-33.3791,116.5762,0,11:20_13/06/1972,1972,10:42_02/06/2009,2009,38,COLLIE R EAST BRANCH - JAMES CROSSING
509109_76,76,-33.3093,116.0476,0,12:20_17/05/1972,1972,13:20_21/05/2009,2009,38,HAMILTON RIVER - WORSLEY
509111_76,76,-33.3746,115.9365,0,15:45_14/06/1972,1972,11:41_28/01/1999,1999,28,STONES BROOK - MAST VIEW
509112_76,76,-33.1182,116.0307,0,09:00_01/05/1956,1956,12:00_31/12/1971,1971,16,HARVEY RIVER - STIRLING RESERVOIR
509115_76,76,-32.9482,116.0023,0,10:40_19/05/1972,1972,12:09_15/05/2000,2000,29,BANCELL BROOK - SPUD VALLEY
509116_76,76,-32.9813,116.0845,0,12:00_09/05/1972,1972,11:32_04/04/2000,2000,29,HARVEY RIVER - DRIVERS HILL
509117_76,76,-33.0413,116.1237,0,15:50_09/05/1972,1972,10:55_04/04/2000,2000,29,HARVEY RIVER - HILL 60
509119_76,76,-33.0918,116.0357,0,15:30_06/06/1972,1972,11:28_12/05/2009,2009,38,HARVEY RIVER - DINGO ROAD
509122_76,76,-32.7296,116.1293,0,13:15_24/02/1972,1972,13:22_02/02/1999,1999,28,DAVIES BROOK - ETMILYN
509128_76,76,-33.0199,116.2362,0,11:00_06/06/1972,1972,10:58_08/02/1999,1999,28,CHALK BROOK - QUINDANNING ROAD
509129_76,76,-32.701,115.9662,0,15:30_07/06/1972,1972,10:42_17/10/2007,2007,36,MARRINUP BROOK - BROOKDALE SIDING
509130_76,76,-32.7538,116.0979,0,16:00_28/06/1972,1972,15:06_22/10/2001,2001,30,DAVIES BROOK - MURRAY VALLEY PLANTATI
509135_76,76,-32.461,116.054,0,13:00_22/07/1971,1971,12:12_25/05/1999,1999,29,DIRK BROOK - MYARA ROAD
509141_76,76,-31.4992,116.2688,0,11:30_12/09/1972,1972,13:44_04/11/2008,2008,37,JULIMAR BROOK - CHITTERING ROAD
509143_76,76,-31.9513,116.1773,0,11:50_14/05/1971,1971,14:40_15/04/1999,1999,29,HELENA RIVER - MUNDARING WEIR
509153_76,76,-31.3855,115.9844,0,15:40_09/05/1972,1972,10:53_23/10/2001,2001,30,LENNARDS BROOK - ECLIPSE HILL
509154_76,76,-31.9299,116.217,0,13:15_05/05/1972,1972,12:21_15/04/1999,1999,28,RUSHY CREEK - FIREWOOD ROAD
509155_76,76,-32.0985,116.2692,0,14:35_05/05/1972,1972,13:10_13/03/2009,2009,38,LITTLE DARKIN RIVER - MT DALE
509156_76,76,-31.7344,116.1157,0,16:30_22/01/1973,1973,11:13_30/03/2009,2009,37,WOOROLOO BROOK - KARLS RANCH
509157_76,76,-31.9238,116.2798,0,13:45_03/07/1973,1973,13:15_15/04/1999,1999,27,HELENA BROOK - TREW ROAD
509158_76,76,-31.3779,115.916,0,12:45_11/05/1972,1972,11:02_25/01/2002,2002,31,LENNARDS BROOK - MOLECAP HILL
509159_76,76,-32.0246,116.2356,0,12:45_15/05/1972,1972,10:40_23/01/2009,2009,38,LITTLE DARKIN RIVER - HAIRPIN BEND
509160_76,76,-31.8804,116.0912,0,13:00_16/05/1972,1972,12:00_21/08/1987,1987,16,JANE BROOK - NATIONAL PARK
509161_76,76,-31.9643,116.2026,0,13:00_14/06/1972,1972,10:16_17/03/1989,1989,18,RUSHY CREEK - BYFIELD ROAD
509168_76,76,-30.2771,115.3645,0,15:00_06/07/1972,1972,09:22_18/02/2009,2009,38,HILL RIVER - HILL RIVER SPRINGS
509169_76,76,-31.3199,115.6264,0,13:45_21/06/1972,1972,11:35_24/10/2008,2008,37,GINGIN BROOK - BOOKINE BOOKINE
509177_76,76,-33.3499,115.8982,0,14:20_01/03/1973,1973,11:40_29/01/1999,1999,27,COLLIE RIVER - MT LENNARD
509178_76,76,-33.0571,115.9396,0,11:56_11/01/1974,1974,11:29_23/12/1986,1986,13,SUMMER BROOK - RED GULCH
509181_76,76,-31.9496,116.0748,0,12:50_03/04/1974,1974,11:02_31/01/2006,2006,33,PIESSE BROOK - FUR FAROS ORCHARD
509182_76,76,-33.682,115.6238,0,14:34_07/05/1973,1973,10:12_25/01/1999,1999,27,LUDLOW RIVER - HAPPY VALLEY
509183_76,76,-34.8478,117.2717,0,12:30_06/04/1973,1973,09:56_29/04/1999,1999,27,DENMARK RIVER - LINDESAY GORGE
509184_76,76,-33.9429,115.4937,0,13:15_06/06/1973,1973,11:14_11/06/2009,2009,37,ROSA BROOK - LAWSON ROAD
509186_76,76,-32.6638,116.2762,0,11:50_12/04/1973,1973,13:28_05/04/2000,2000,28,SOUTH DANDALUP RIVER - DUNCANS
509187_76,76,-32.6785,116.2143,0,14:05_26/03/1973,1973,14:08_05/04/2000,2000,28,SOUTH DANDALUP RIVER - KENNEDY
509189_76,76,-32.5455,116.1159,0,11:30_28/03/1973,1973,11:03_14/10/2008,2008,36,NORTH DANDALUP RIVER - RAMPE
509190_76,76,-33.7961,115.022,0,12:44_07/06/1973,1973,11:10_27/01/1999,1999,27,WILYABRUP BROOK - WOODLANDS
509191_76,76,-33.8023,115.0721,0,11:50_16/05/1973,1973,11:37_27/01/1999,1999,27,WILYABRUP BROOK - HARMAN SOUTH ROAD
509192_76,76,-33.7408,115.5954,0,13:51_05/06/1973,1973,11:59_28/01/1999,1999,27,LUDLOW RIVER - NO 4 ROAD
509193_76,76,-33.7163,115.6665,0,16:00_05/06/1973,1973,15:39_21/04/1988,1988,16,LUDLOW RIVER - MARYVALE
509195_76,76,-33.7433,121.2575,0,15:55_28/06/1973,1973,11:57_17/10/2008,2008,36,LORT RIVER - FAIRFIELD
509196_76,76,-34.7485,116.1887,0,15:15_10/09/1974,1974,15:05_11/05/1999,1999,26,GARDNER RIVER - BALDANIA CK.CONFLU.
509198_76,76,-33.4044,115.9698,0,12:09_30/04/1974,1974,11:38_07/04/2000,2000,27,FALCON BROOK - FALCON ROAD
509199_76,76,-34.2768,115.3019,0,14:00_11/06/1974,1974,11:45_26/02/2009,2009,36,SCOTT RIVER - BRENNANS FORD
509200_76,76,-34.2913,115.5476,0,14:25_09/04/1974,1974,13:05_13/11/2006,2006,33,SCOTT RIVER - DONS ROAD
509202_76,76,-33.4266,115.9671,0,11:05_26/09/1973,1973,10:42_29/01/1999,1999,27,FALCON BROOK - DAVIS
509207_76,76,-34.7706,117.2762,0,13:00_11/09/1973,1973,09:28_05/05/1999,1999,27,DENMARK RIVER - BLUE LAKE
509210_76,76,-34.1471,116.451,0,14:20_10/04/1974,1974,13:05_09/06/2009,2009,36,PERUP RIVER - CORBALLUP ROAD
509212_76,76,-34.3311,116.4585,0,12:15_07/06/1974,1974,12:45_18/03/2008,2008,35,PERUP RIVER - QUABICUP HILL
509213_76,76,-32.701,115.9945,0,11:30_11/05/1978,1978,10:08_26/03/1999,1999,22,MARRINUP BROOK - UMBUCKS CATCHMENT
509214_76,76,-32.9449,115.9476,0,14:30_15/05/1974,1974,11:40_12/11/2008,2008,35,BANCELL BROOK - WATEROUS
509216_76,76,-32.7127,116.3765,0,12:25_12/12/1974,1974,10:23_02/10/1992,1992,19,34 MILE BROOK - MT WELLS
509219_76,76,-33.6289,115.9476,0,16:20_06/05/1974,1974,10:25_05/05/2009,2009,36,THOMPSON BROOK - WOODPERRY HOMESTEAD
509220_76,76,-33.4207,115.9896,0,15:05_02/10/1973,1973,09:09_23/04/2009,2009,37,SALMON BROOK TRIB - WIGHTS CATCHMENT
509221_76,76,-32.5036,116.186,0,14:33_31/08/1983,1983,13:28_10/02/2009,2009,27,BIG BROOK - ONEIL ROAD
509222_76,76,-32.9302,116.0337,0,13:25_29/08/1980,1980,12:41_08/01/2002,2002,23,SAMSON BROOK - MT WILLIAM
